Designator,Mid X,Mid Y,Rotation,Layer
FB2,5.75,18.5,180.0,top
FB3,9.0,18.5,0.0,top
FB4,12.0,18.5,180.0,top
FB5,15.25,18.5,0.0,top
FB6,18.25,18.5,180.0,top
FB7,21.5,18.5,0.0,top
FB8,24.5,18.5,180.0,top
FB9,2.75,52.25,0.0,top
FID1,54.75,65.75,0.0,top
FID2,115.5,1.5,0.0,top
FID3,24.5,1.5,0.0,top
FID4,104.5,65.75,0.0,top
J1,12.0,8.75,0.0,top
J2,31.5,10.5,0.0,top
J3,11.75,42.5,0.0,top
J4,102.75,8.75,0.0,top
J5,102.75,42.5,0.0,top
J6,42.5,10.5,0.0,top
J7,112.25,62.5,0.0,top
J8,81.5,13.735,0.0,top
J9,78.96,60.29,0.0,top
L1,51.25,38.5,180.0,top
L2,65.0,12.75,90.0,top
L3,70.75,38.0,270.0,top
Q1,65.5,38.25,90.0,top
Q10,112.25,17.0,90.0,top
Q11,115.5,17.0,90.0,top
Q12,92.75,50.75,90.0,top
Q13,96.0,50.75,90.0,top
Q14,99.25,50.75,90.0,top
Q15,102.5,50.75,90.0,top
Q16,105.75,50.75,90.0,top
Q17,109.0,50.75,90.0,top
Q18,112.25,50.75,90.0,top
Q19,115.5,50.75,90.0,top
Q2,73.75,40.75,90.0,top
Q3,92.0,65.25,0.0,top
Q4,92.75,17.0,90.0,top
Q5,96.0,17.016,90.0,top
Q6,99.25,17.0,90.0,top
Q7,102.5,17.0,90.0,top
Q8,105.75,17.0,90.0,top
Q9,109.0,17.0,90.0,top
R1,64.5,34.25,270.0,top
R10,53.5,3.25,180.0,top
R100,102.5,21.25,180.0,top
R101,105.25,23.75,180.0,top
R102,105.25,22.75,180.0,top
R103,105.75,21.25,180.0,top
R104,108.5,23.75,180.0,top
R105,108.5,22.75,180.0,top
R106,109.0,21.25,180.0,top
R107,111.75,23.75,180.0,top
R108,111.75,22.75,180.0,top
R109,112.25,21.25,180.0,top
R11,50.5,5.0,180.0,top
R110,115.0,23.75,180.0,top
R111,115.0,22.75,180.0,top
R112,115.5,21.25,180.0,top
R113,92.25,57.5,180.0,top
R114,92.25,56.5,180.0,top
R115,92.75,55.0,180.0,top
R116,95.5,57.5,180.0,top
R117,95.5,56.5,180.0,top
R118,96.0,55.0,180.0,top
R119,98.75,57.5,180.0,top
R12,47.75,57.0,0.0,top
R120,98.75,56.5,180.0,top
R121,99.25,55.0,180.0,top
R122,102.0,57.5,180.0,top
R123,102.0,56.5,180.0,top
R124,102.5,55.0,180.0,top
R125,105.25,57.5,180.0,top
R126,105.25,56.5,180.0,top
R127,105.75,55.0,180.0,top
R128,108.5,57.5,180.0,top
R129,108.5,56.5,180.0,top
R13,70.25,45.5,180.0,top
R130,109.0,55.0,180.0,top
R131,111.75,57.5,180.0,top
R132,111.75,56.5,180.0,top
R133,112.25,55.0,180.0,top
R134,115.0,57.5,180.0,top
R135,115.0,56.5,180.0,top
R136,115.5,55.0,180.0,top
R14,70.0,49.25,0.0,top
R15,40.25,34.75,270.0,top
R16,40.25,57.75,270.0,top
R17,48.0,52.75,270.0,top
R18,48.0,45.0,270.0,top
R19,48.0,50.75,90.0,top
R2,114.0,66.25,0.0,top
R20,87.5,25.25,270.0,top
R21,87.25,33.25,180.0,top
R22,80.0,30.25,270.0,top
R23,87.25,32.25,180.0,top
R24,87.25,38.25,180.0,top
R25,87.25,39.25,180.0,top
R26,87.25,31.25,180.0,top
R27,87.25,37.25,180.0,top
R28,87.25,29.25,180.0,top
R29,87.25,30.25,180.0,top
R3,115.0,58.75,0.0,top
R30,82.75,40.0,90.0,top
R31,74.25,31.25,180.0,top
R32,74.25,32.25,180.0,top
R33,74.25,34.25,180.0,top
R34,74.25,33.25,180.0,top
R35,74.25,35.25,180.0,top
R36,41.25,34.75,270.0,top
R37,41.25,57.75,270.0,top
R38,78.0,53.75,0.0,top
R39,83.0,53.25,180.0,top
R4,60.75,41.5,180.0,top
R40,93.0,28.25,270.0,top
R41,2.75,20.0,180.0,top
R42,2.75,24.0,270.0,top
R43,38.25,21.25,90.0,top
R44,5.75,20.0,0.0,top
R45,5.75,24.0,270.0,top
R46,39.25,21.25,90.0,top
R47,9.0,20.0,180.0,top
R48,9.0,24.0,270.0,top
R49,40.25,21.25,90.0,top
R5,57.0,41.5,180.0,top
R50,12.0,20.0,0.0,top
R51,12.0,24.0,270.0,top
R52,41.25,21.25,90.0,top
R53,15.25,20.0,180.0,top
R54,15.25,24.0,270.0,top
R55,42.25,21.25,90.0,top
R56,18.25,20.0,0.0,top
R57,18.25,24.0,270.0,top
R58,43.25,21.25,90.0,top
R59,21.5,20.0,180.0,top
R6,51.25,16.0,0.0,top
R60,21.5,24.0,270.0,top
R61,44.25,21.25,90.0,top
R62,24.5,20.0,0.0,top
R63,24.5,24.0,270.0,top
R64,45.25,21.25,90.0,top
R65,2.75,53.75,180.0,top
R66,2.75,57.75,270.0,top
R67,38.25,44.25,90.0,top
R68,5.75,53.75,0.0,top
R69,5.75,57.75,270.0,top
R7,56.5,6.0,270.0,top
R70,39.25,44.25,90.0,top
R71,9.0,53.75,180.0,top
R72,9.0,57.75,270.0,top
R73,40.25,44.25,90.0,top
R74,12.0,53.75,0.0,top
R75,12.0,57.75,270.0,top
R76,41.25,44.25,90.0,top
R77,15.25,53.75,180.0,top
R78,15.25,57.75,270.0,top
R79,42.25,44.25,90.0,top
R8,65.0,40.75,0.0,top
R80,18.25,53.75,0.0,top
R81,18.25,57.75,270.0,top
R82,43.25,44.25,90.0,top
R83,21.5,53.75,180.0,top
R84,21.5,57.75,270.0,top
R85,44.25,44.25,90.0,top
R86,24.5,53.75,0.0,top
R87,24.5,57.75,270.0,top
R88,45.25,44.25,90.0,top
R89,92.25,23.75,180.0,top
R9,71.5,41.25,90.0,top
R90,92.25,22.75,180.0,top
R91,92.75,21.25,180.0,top
R92,95.5,23.75,180.0,top
R93,95.5,22.75,180.0,top
R94,96.0,21.25,180.0,top
R95,98.75,23.75,180.0,top
R96,98.75,22.75,180.0,top
R97,99.25,21.25,180.0,top
R98,102.0,23.75,180.0,top
R99,102.0,22.75,180.0,top
SW1,42.0,64.25,0.0,top
SW2,78.0,49.75,0.0,top
U1,55.75,38.75,180.0,top
U10,31.0,26.0,270.0,top
U11,31.0,37.5,270.0,top
U12,31.0,49.0,270.0,top
U13,31.0,60.5,270.0,top
U2,51.75,10.25,180.0,top
U3,98.0,63.25,90.0,top
U4,59.0,53.75,0.0,top
U5,80.75,35.0,180.0,top
U6,41.5,28.75,180.0,top
U7,41.5,51.75,180.0,top
U8,102.0,29.75,180.0,top
U9,87.0,49.25,0.0,top
