Designator,Mid X,Mid Y,Rotation,Layer
R92,92.075,21.145,270.0,top
R93,96.393,20.6756,270.0,top
R94,99.441,20.6756,270.0,top
R95,102.489,20.6756,270.0,top
R96,105.537,20.6756,270.0,top
R97,96.393,17.655,90.0,top
R98,99.441,17.655,90.0,top
R99,102.489,17.655,90.0,top
RN1,75.299,29.075,0.0,top
RN2,76.315,43.934,180.0,top
RN3,79.363,43.934,180.0,top
SW1,67.285,62.235,180.0,top
U1,45.65,39.69,180.0,top
U10,30.485,36.17,0.0,top
U11,30.485,44.425,0.0,top
U2,41.275,10.225,180.0,top
U3,80.645,60.26,0.0,top
U4,48.12,55.88,0.0,top
U5,74.3975,36.675,270.0,top
U6,30.27,55.465,270.0,top
U7,93.565,28.15,180.0,top
U8,30.485,19.66,0.0,top
U9,30.485,27.915,0.0,top
